agent,alternatives,comment,dataset,val
A3JUPCWYN6N6H4,"('U Mich', 'USC')",37.0,189.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",39.0,189.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",40.0,189.0,{'0-1': '0<1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",41.0,189.0,{'0-1': '0=1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",43.0,189.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",45.0,189.0,{'0-1': '0>1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",47.0,189.0,{'0-1': '0>1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",49.0,189.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",50.0,189.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('U Mich', 'USC')",51.0,189.0,{'0-1': '0>1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",1.0,191.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",2.0,191.0,{'0-1': '0<1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",3.0,191.0,{'0-1': '0NA1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",4.0,191.0,{'0-1': '0<1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",5.0,191.0,{'0-1': '0>1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",6.0,191.0,{'0-1': '0<1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",7.0,191.0,{'0-1': '0=1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",8.0,191.0,{'0-1': '0<1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",9.0,191.0,{'0-1': '0>1'}
A3JUPCWYN6N6H4,"('Stanford', 'Princeton')",10.0,191.0,{'0-1': '0>1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",28.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",30.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",31.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",32.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",34.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",36.0,188.0,{'0-1': '0<1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",37.0,188.0,{'0-1': '0<1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",38.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",39.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('Temple', 'UN Lincoln')",41.0,188.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",16.0,189.0,{'0-1': '0<1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",17.0,189.0,{'0-1': '0>1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",18.0,189.0,{'0-1': '0>1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",19.0,189.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",20.0,189.0,{'0-1': '0<1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",21.0,189.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",22.0,189.0,{'0-1': '0<1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",23.0,189.0,{'0-1': '0NA1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",24.0,189.0,{'0-1': '0=1'}
A13PI5Z8BX07C0,"('U Mich', 'USC')",25.0,189.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",42.0,186.0,{'0-1': '0>1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",43.0,186.0,{'0-1': '0<1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",44.0,186.0,{'0-1': '0<1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",45.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",46.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",47.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",48.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",49.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",50.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('Duke', 'UC Berkely')",51.0,186.0,{'0-1': '0NA1'}
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",16.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",18.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",19.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",20.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",23.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",24.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",28.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",29.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",30.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
ABMKGBBGH258P,"('UT Austin', 'Indiana U', 'SMU')",31.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",42.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",43.0,186.0,{'0-1': '0<1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",44.0,186.0,{'0-1': '0=1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",45.0,186.0,{'0-1': '0<1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",46.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",47.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",48.0,186.0,{'0-1': '0>1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",49.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",50.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('Duke', 'UC Berkely')",51.0,186.0,{'0-1': '0NA1'}
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",16.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",18.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",19.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",20.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",23.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",24.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",28.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",29.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",30.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3SKAVLZCRR07H,"('UT Austin', 'Indiana U', 'SMU')",31.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",42.0,186.0,{'0-1': '0>1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",43.0,186.0,{'0-1': '0<1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",44.0,186.0,{'0-1': '0<1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",45.0,186.0,{'0-1': '0<1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",46.0,186.0,{'0-1': '0NA1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",47.0,186.0,{'0-1': '0<1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",48.0,186.0,{'0-1': '0NA1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",49.0,186.0,{'0-1': '0NA1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",50.0,186.0,{'0-1': '0NA1'}
A29C3RIDV86LVG,"('Duke', 'UC Berkely')",51.0,186.0,{'0-1': '0<1'}
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",16.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",18.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",19.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",20.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",23.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",24.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",28.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1<2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",29.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",30.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A29C3RIDV86LVG,"('UT Austin', 'Indiana U', 'SMU')",31.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",32.0,186.0,{'0-1': '0<1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",33.0,186.0,{'0-1': '0NA1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",34.0,186.0,{'0-1': '0>1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",35.0,186.0,{'0-1': '0NA1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",36.0,186.0,{'0-1': '0NA1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",37.0,186.0,{'0-1': '0<1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",38.0,186.0,{'0-1': '0=1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",39.0,186.0,{'0-1': '0>1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",40.0,186.0,{'0-1': '0<1'}
A17HCERLNVKBUQ,"('Duke', 'UC Berkely')",41.0,186.0,{'0-1': '0NA1'}
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",1.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",3.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",4.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",5.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",6.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",9.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",10.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",11.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",12.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A17HCERLNVKBUQ,"('UT Austin', 'Indiana U', 'SMU')",15.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",32.0,186.0,{'0-1': '0<1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",33.0,186.0,{'0-1': '0NA1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",34.0,186.0,{'0-1': '0>1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",35.0,186.0,{'0-1': '0NA1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",36.0,186.0,{'0-1': '0=1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",37.0,186.0,{'0-1': '0<1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",38.0,186.0,{'0-1': '0<1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",39.0,186.0,{'0-1': '0>1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",40.0,186.0,{'0-1': '0=1'}
A3ASK7MW6P4RZQ,"('Duke', 'UC Berkely')",41.0,186.0,{'0-1': '0<1'}
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",1.0,187.0,"{'0-1': '0>1', '0-2': '0NA2', '1-2': '1=2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",3.0,187.0,"{'0-1': '0NA1', '0-2': '0<2', '1-2': '1>2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",4.0,187.0,"{'0-1': '0<1', '0-2': '0=2', '1-2': '1NA2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",5.0,187.0,"{'0-1': '0=1', '0-2': '0NA2', '1-2': '1=2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",6.0,187.0,"{'0-1': '0<1', '0-2': '0=2', '1-2': '1>2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",9.0,187.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",10.0,187.0,"{'0-1': '0>1', '0-2': '0<2', '1-2': '1=2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",11.0,187.0,"{'0-1': '0=1', '0-2': '0NA2', '1-2': '1=2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",12.0,187.0,"{'0-1': '0=1', '0-2': '0NA2', '1-2': '1<2'}"
A3ASK7MW6P4RZQ,"('UT Austin', 'Indiana U', 'SMU')",15.0,187.0,"{'0-1': '0=1', '0-2': '0NA2', '1-2': '1>2'}"
A37RWJCT353ZD5,"('BC', 'Georgetown')",37.0,185.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",38.0,185.0,{'0-1': '0>1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",39.0,185.0,{'0-1': '0<1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",40.0,185.0,{'0-1': '0=1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",41.0,185.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",43.0,185.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",44.0,185.0,{'0-1': '0>1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",46.0,185.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",47.0,185.0,{'0-1': '0>1'}
A37RWJCT353ZD5,"('BC', 'Georgetown')",48.0,185.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",22.0,186.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",23.0,186.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",24.0,186.0,{'0-1': '0<1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",25.0,186.0,{'0-1': '0<1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",26.0,186.0,{'0-1': '0>1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",27.0,186.0,{'0-1': '0NA1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",28.0,186.0,{'0-1': '0=1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",29.0,186.0,{'0-1': '0>1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",30.0,186.0,{'0-1': '0<1'}
A37RWJCT353ZD5,"('Duke', 'UC Berkely')",31.0,186.0,{'0-1': '0>1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",26.0,185.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",27.0,185.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",29.0,185.0,{'0-1': '0NA1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",30.0,185.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",31.0,185.0,{'0-1': '0>1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",32.0,185.0,{'0-1': '0NA1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",33.0,185.0,{'0-1': '0NA1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",34.0,185.0,{'0-1': '0=1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",35.0,185.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('BC', 'Georgetown')",36.0,185.0,{'0-1': '0>1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",11.0,186.0,{'0-1': '0NA1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",12.0,186.0,{'0-1': '0NA1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",13.0,186.0,{'0-1': '0>1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",14.0,186.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",15.0,186.0,{'0-1': '0>1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",17.0,186.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",18.0,186.0,{'0-1': '0=1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",19.0,186.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",20.0,186.0,{'0-1': '0<1'}
ACZQOCDA2SXYX,"('Duke', 'UC Berkely')",21.0,186.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",26.0,185.0,{'0-1': '0=1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",27.0,185.0,{'0-1': '0<1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",29.0,185.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",30.0,185.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",31.0,185.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",32.0,185.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",33.0,185.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",34.0,185.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",35.0,185.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('BC', 'Georgetown')",36.0,185.0,{'0-1': '0=1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",11.0,186.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",12.0,186.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",13.0,186.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",14.0,186.0,{'0-1': '0<1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",15.0,186.0,{'0-1': '0>1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",17.0,186.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",18.0,186.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",19.0,186.0,{'0-1': '0<1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",20.0,186.0,{'0-1': '0NA1'}
AA6BJ5VVK5LF5,"('Duke', 'UC Berkely')",21.0,186.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",37.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",38.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",39.0,185.0,{'0-1': '0<1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",40.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",41.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",43.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",44.0,185.0,{'0-1': '0>1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",46.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",47.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('BC', 'Georgetown')",48.0,185.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",22.0,186.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",23.0,186.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",24.0,186.0,{'0-1': '0<1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",25.0,186.0,{'0-1': '0<1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",26.0,186.0,{'0-1': '0>1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",27.0,186.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",28.0,186.0,{'0-1': '0<1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",29.0,186.0,{'0-1': '0>1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",30.0,186.0,{'0-1': '0NA1'}
AC7QPNOH2LELF,"('Duke', 'UC Berkely')",31.0,186.0,{'0-1': '0>1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",13.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",14.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",15.0,185.0,{'0-1': '0=1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",16.0,185.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",17.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",20.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",21.0,185.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",22.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",24.0,185.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('BC', 'Georgetown')",25.0,185.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",1.0,186.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",2.0,186.0,{'0-1': '0=1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",3.0,186.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",4.0,186.0,{'0-1': '0>1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",5.0,186.0,{'0-1': '0NA1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",6.0,186.0,{'0-1': '0>1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",7.0,186.0,{'0-1': '0>1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",8.0,186.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",9.0,186.0,{'0-1': '0<1'}
A2RORC9IUWWOFS,"('Duke', 'UC Berkely')",10.0,186.0,{'0-1': '0NA1'}
AXRQT9X4XRXSS,"('BC', 'Georgetown')",13.0,185.0,{'0-1': '0=1'}
AXRQT9X4XRXSS,"('BC', 'Georgetown')",14.0,185.0,{'0-1': '0NA1'}
AXRQT9X4XRXSS,"('BC', 'Georgetown')",15.0,185.0,{'0-1': '0NA1'}
AXRQT9X4XRXSS,"('BC', 'Georgetown')",16.0,185.0,{'0-1': '0>1'}
AXRQT9X4XRXSS,"('BC', 'Georgetown')",17.0,185.0,{'0-1': '0>1'}
