Dataset,Comment,Alternative1,Alternative2,Label
195,10,Bowdoin College,Middlebury College,2
195,12,Bates College,Bowdoin College,0
195,12,Bates College,Middlebury College,0
195,12,Bowdoin College,Middlebury College,0
195,15,Bates College,Bowdoin College,3
195,15,Bates College,Middlebury College,3
195,15,Bowdoin College,Middlebury College,3
191,81,Stanford University,Princeton University,1
191,82,Stanford University,Princeton University,0
191,83,Stanford University,Princeton University,0
191,84,Stanford University,Princeton University,0
191,85,Stanford University,Princeton University,1
191,86,Stanford University,Princeton University,2
191,87,Stanford University,Princeton University,1
191,88,Stanford University,Princeton University,1
191,89,Stanford University,Princeton University,0
191,90,Stanford University,Princeton University,1
193,61,Columbia University,University of Michigan,3
193,62,Columbia University,University of Michigan,3
193,63,Columbia University,University of Michigan,1
193,64,Columbia University,University of Michigan,2
193,65,Columbia University,University of Michigan,3
193,66,Columbia University,University of Michigan,3
193,67,Columbia University,University of Michigan,0
193,68,Columbia University,University of Michigan,3
193,69,Columbia University,University of Michigan,0
193,70,Columbia University,University of Michigan,0
191,71,Stanford University,Princeton University,1
191,72,Stanford University,Princeton University,1
191,73,Stanford University,Princeton University,1
191,74,Stanford University,Princeton University,0
191,75,Stanford University,Princeton University,0
191,76,Stanford University,Princeton University,3
191,77,Stanford University,Princeton University,1
191,78,Stanford University,Princeton University,1
191,79,Stanford University,Princeton University,1
191,80,Stanford University,Princeton University,0
193,51,Columbia University,University of Michigan,3
193,52,Columbia University,University of Michigan,2
193,53,Columbia University,University of Michigan,0
193,54,Columbia University,University of Michigan,3
193,55,Columbia University,University of Michigan,2
193,56,Columbia University,University of Michigan,3
193,57,Columbia University,University of Michigan,2
193,58,Columbia University,University of Michigan,0
193,59,Columbia University,University of Michigan,0
193,60,Columbia University,University of Michigan,0
191,61,Stanford University,Princeton University,0
191,62,Stanford University,Princeton University,2
191,63,Stanford University,Princeton University,0
191,64,Stanford University,Princeton University,2
191,65,Stanford University,Princeton University,0
191,66,Stanford University,Princeton University,0
191,67,Stanford University,Princeton University,0
191,68,Stanford University,Princeton University,1
191,69,Stanford University,Princeton University,2
191,70,Stanford University,Princeton University,0
193,41,Columbia University,University of Michigan,2
193,42,Columbia University,University of Michigan,0
193,43,Columbia University,University of Michigan,0
193,44,Columbia University,University of Michigan,3
193,45,Columbia University,University of Michigan,3
193,46,Columbia University,University of Michigan,3
193,47,Columbia University,University of Michigan,1
193,48,Columbia University,University of Michigan,0
193,49,Columbia University,University of Michigan,0
193,50,Columbia University,University of Michigan,1
191,51,Stanford University,Princeton University,2
191,52,Stanford University,Princeton University,1
191,53,Stanford University,Princeton University,0
191,54,Stanford University,Princeton University,0
191,55,Stanford University,Princeton University,2
191,56,Stanford University,Princeton University,1
191,57,Stanford University,Princeton University,1
191,58,Stanford University,Princeton University,0
191,59,Stanford University,Princeton University,3
191,60,Stanford University,Princeton University,0
193,31,Columbia University,University of Michigan,0
193,32,Columbia University,University of Michigan,0
193,33,Columbia University,University of Michigan,0
193,34,Columbia University,University of Michigan,0
193,35,Columbia University,University of Michigan,0
193,36,Columbia University,University of Michigan,3
193,37,Columbia University,University of Michigan,0
193,38,Columbia University,University of Michigan,1
193,39,Columbia University,University of Michigan,1
193,40,Columbia University,University of Michigan,1
191,41,Stanford University,Princeton University,1
191,42,Stanford University,Princeton University,1
191,43,Stanford University,Princeton University,1
191,44,Stanford University,Princeton University,1
191,45,Stanford University,Princeton University,0
191,46,Stanford University,Princeton University,0
191,47,Stanford University,Princeton University,1
191,48,Stanford University,Princeton University,1
191,49,Stanford University,Princeton University,1
191,50,Stanford University,Princeton University,1
193,21,Columbia University,University of Michigan,2
193,22,Columbia University,University of Michigan,1
193,23,Columbia University,University of Michigan,2
193,24,Columbia University,University of Michigan,1
193,25,Columbia University,University of Michigan,1
193,26,Columbia University,University of Michigan,0
193,27,Columbia University,University of Michigan,2
193,28,Columbia University,University of Michigan,0
193,29,Columbia University,University of Michigan,0
193,30,Columbia University,University of Michigan,3
191,31,Stanford University,Princeton University,0
191,32,Stanford University,Princeton University,0
191,33,Stanford University,Princeton University,0
191,34,Stanford University,Princeton University,0
191,35,Stanford University,Princeton University,0
191,36,Stanford University,Princeton University,1
191,37,Stanford University,Princeton University,1
191,38,Stanford University,Princeton University,2
191,39,Stanford University,Princeton University,0
191,40,Stanford University,Princeton University,1
193,11,Columbia University,University of Michigan,2
193,12,Columbia University,University of Michigan,3
193,13,Columbia University,University of Michigan,2
193,14,Columbia University,University of Michigan,2
193,15,Columbia University,University of Michigan,3
193,16,Columbia University,University of Michigan,2
193,17,Columbia University,University of Michigan,2
193,18,Columbia University,University of Michigan,0
193,19,Columbia University,University of Michigan,0
193,20,Columbia University,University of Michigan,2
191,21,Stanford University,Princeton University,1
191,22,Stanford University,Princeton University,0
191,23,Stanford University,Princeton University,1
191,24,Stanford University,Princeton University,0
191,25,Stanford University,Princeton University,1
191,26,Stanford University,Princeton University,3
191,27,Stanford University,Princeton University,0
191,28,Stanford University,Princeton University,3
191,29,Stanford University,Princeton University,2
191,30,Stanford University,Princeton University,3
193,1,Columbia University,University of Michigan,2
193,2,Columbia University,University of Michigan,2
193,3,Columbia University,University of Michigan,1
193,4,Columbia University,University of Michigan,2
193,5,Columbia University,University of Michigan,2
193,6,Columbia University,University of Michigan,3
193,7,Columbia University,University of Michigan,0
193,8,Columbia University,University of Michigan,3
193,9,Columbia University,University of Michigan,0
193,10,Columbia University,University of Michigan,3
189,52,University of Michigan,University of South Carolina,0
189,53,University of Michigan,University of South Carolina,0
189,54,University of Michigan,University of South Carolina,0
189,55,University of Michigan,University of South Carolina,0
189,56,University of Michigan,University of South Carolina,1
189,57,University of Michigan,University of South Carolina,0
189,58,University of Michigan,University of South Carolina,0
189,59,University of Michigan,University of South Carolina,0
189,60,University of Michigan,University of South Carolina,2
189,61,University of Michigan,University of South Carolina,0
191,11,Stanford University,Princeton University,3
191,12,Stanford University,Princeton University,0
191,13,Stanford University,Princeton University,0
191,14,Stanford University,Princeton University,0
191,15,Stanford University,Princeton University,0
191,16,Stanford University,Princeton University,1
191,17,Stanford University,Princeton University,0
191,18,Stanford University,Princeton University,0
191,19,Stanford University,Princeton University,0
191,20,Stanford University,Princeton University,2
189,37,University of Michigan,University of South Carolina,3
189,39,University of Michigan,University of South Carolina,0
189,40,University of Michigan,University of South Carolina,2
189,41,University of Michigan,University of South Carolina,0
189,43,University of Michigan,University of South Carolina,2
189,45,University of Michigan,University of South Carolina,1
189,47,University of Michigan,University of South Carolina,1
189,49,University of Michigan,University of South Carolina,0
189,50,University of Michigan,University of South Carolina,0
189,51,University of Michigan,University of South Carolina,1
191,1,Stanford University,Princeton University,0
191,2,Stanford University,Princeton University,2
191,3,Stanford University,Princeton University,0
191,4,Stanford University,Princeton University,2
191,5,Stanford University,Princeton University,1
191,6,Stanford University,Princeton University,2
191,7,Stanford University,Princeton University,3
191,8,Stanford University,Princeton University,2
191,9,Stanford University,Princeton University,1
191,10,Stanford University,Princeton University,1
188,44,Temple University,University of Nebraska-Lincoln,0
188,45,Temple University,University of Nebraska-Lincoln,2
188,47,Temple University,University of Nebraska-Lincoln,0
188,49,Temple University,University of Nebraska-Lincoln,0
188,51,Temple University,University of Nebraska-Lincoln,3
188,53,Temple University,University of Nebraska-Lincoln,2
188,54,Temple University,University of Nebraska-Lincoln,2
188,56,Temple University,University of Nebraska-Lincoln,0
188,57,Temple University,University of Nebraska-Lincoln,1
188,58,Temple University,University of Nebraska-Lincoln,0
189,26,University of Michigan,University of South Carolina,1
189,27,University of Michigan,University of South Carolina,0
189,28,University of Michigan,University of South Carolina,0
189,29,University of Michigan,University of South Carolina,0
189,30,University of Michigan,University of South Carolina,0
189,32,University of Michigan,University of South Carolina,0
189,33,University of Michigan,University of South Carolina,0
189,34,University of Michigan,University of South Carolina,0
189,35,University of Michigan,University of South Carolina,1
189,36,University of Michigan,University of South Carolina,0
188,28,Temple University,University of Nebraska-Lincoln,0
188,30,Temple University,University of Nebraska-Lincoln,0
188,31,Temple University,University of Nebraska-Lincoln,0
188,32,Temple University,University of Nebraska-Lincoln,0
188,34,Temple University,University of Nebraska-Lincoln,0
188,36,Temple University,University of Nebraska-Lincoln,2
188,37,Temple University,University of Nebraska-Lincoln,2
188,38,Temple University,University of Nebraska-Lincoln,0
188,39,Temple University,University of Nebraska-Lincoln,0
188,41,Temple University,University of Nebraska-Lincoln,0
189,16,University of Michigan,University of South Carolina,2
189,17,University of Michigan,University of South Carolina,1
189,18,University of Michigan,University of South Carolina,1
189,19,University of Michigan,University of South Carolina,0
189,20,University of Michigan,University of South Carolina,2
189,21,University of Michigan,University of South Carolina,0
189,22,University of Michigan,University of South Carolina,1
189,23,University of Michigan,University of South Carolina,0
189,24,University of Michigan,University of South Carolina,0
189,25,University of Michigan,University of South Carolina,0
186,42,Duke University,"University of California, Berkeley",1
186,43,Duke University,"University of California, Berkeley",2
186,44,Duke University,"University of California, Berkeley",2
186,45,Duke University,"University of California, Berkeley",2
186,46,Duke University,"University of California, Berkeley",0
186,47,Duke University,"University of California, Berkeley",0
186,48,Duke University,"University of California, Berkeley",0
186,49,Duke University,"University of California, Berkeley",0
186,50,Duke University,"University of California, Berkeley",0
186,51,Duke University,"University of California, Berkeley",0
187,16,University of Texas at Austin,Indiana University,0
187,16,University of Texas at Austin,Southern Methodist University,0
187,16,Indiana University,Southern Methodist University,0
187,18,University of Texas at Austin,Indiana University,0
187,18,University of Texas at Austin,Southern Methodist University,0
187,18,Indiana University,Southern Methodist University,0
187,19,University of Texas at Austin,Indiana University,0
187,19,University of Texas at Austin,Southern Methodist University,0
187,19,Indiana University,Southern Methodist University,0
187,20,University of Texas at Austin,Indiana University,0
187,20,University of Texas at Austin,Southern Methodist University,0
187,20,Indiana University,Southern Methodist University,0
187,23,University of Texas at Austin,Indiana University,0
187,23,University of Texas at Austin,Southern Methodist University,2
187,23,Indiana University,Southern Methodist University,2
187,24,University of Texas at Austin,Indiana University,0
187,24,University of Texas at Austin,Southern Methodist University,0
187,24,Indiana University,Southern Methodist University,0
187,28,University of Texas at Austin,Indiana University,0
187,28,University of Texas at Austin,Southern Methodist University,2
187,28,Indiana University,Southern Methodist University,2
187,29,University of Texas at Austin,Indiana University,0
187,29,University of Texas at Austin,Southern Methodist University,0
187,29,Indiana University,Southern Methodist University,0
187,30,University of Texas at Austin,Indiana University,0
187,30,University of Texas at Austin,Southern Methodist University,0
187,30,Indiana University,Southern Methodist University,0
187,31,University of Texas at Austin,Indiana University,0
187,31,University of Texas at Austin,Southern Methodist University,0
187,31,Indiana University,Southern Methodist University,0
186,32,Duke University,"University of California, Berkeley",2
186,33,Duke University,"University of California, Berkeley",0
186,34,Duke University,"University of California, Berkeley",1
186,35,Duke University,"University of California, Berkeley",0
186,36,Duke University,"University of California, Berkeley",0
186,37,Duke University,"University of California, Berkeley",2
186,38,Duke University,"University of California, Berkeley",2
186,39,Duke University,"University of California, Berkeley",1
186,40,Duke University,"University of California, Berkeley",2
186,41,Duke University,"University of California, Berkeley",0
187,1,University of Texas at Austin,Indiana University,0
187,1,University of Texas at Austin,Southern Methodist University,0
187,1,Indiana University,Southern Methodist University,0
187,3,University of Texas at Austin,Indiana University,0
187,3,University of Texas at Austin,Southern Methodist University,0
187,3,Indiana University,Southern Methodist University,0
187,4,University of Texas at Austin,Indiana University,1
187,4,University of Texas at Austin,Southern Methodist University,3
187,4,Indiana University,Southern Methodist University,0
187,5,University of Texas at Austin,Indiana University,3
187,5,University of Texas at Austin,Southern Methodist University,0
187,5,Indiana University,Southern Methodist University,3
187,6,University of Texas at Austin,Indiana University,3
187,6,University of Texas at Austin,Southern Methodist University,3
187,6,Indiana University,Southern Methodist University,1
187,9,University of Texas at Austin,Indiana University,0
187,9,University of Texas at Austin,Southern Methodist University,0
187,9,Indiana University,Southern Methodist University,0
187,10,University of Texas at Austin,Indiana University,1
187,10,University of Texas at Austin,Southern Methodist University,3
187,10,Indiana University,Southern Methodist University,3
187,11,University of Texas at Austin,Indiana University,3
187,11,University of Texas at Austin,Southern Methodist University,0
187,11,Indiana University,Southern Methodist University,0
187,12,University of Texas at Austin,Indiana University,0
187,12,University of Texas at Austin,Southern Methodist University,0
187,12,Indiana University,Southern Methodist University,2
187,15,University of Texas at Austin,Indiana University,0
187,15,University of Texas at Austin,Southern Methodist University,0
187,15,Indiana University,Southern Methodist University,0
185,37,Boston College,Georgetown University,0
185,38,Boston College,Georgetown University,0
185,39,Boston College,Georgetown University,2
185,40,Boston College,Georgetown University,3
185,41,Boston College,Georgetown University,0
185,43,Boston College,Georgetown University,0
185,44,Boston College,Georgetown University,1
185,46,Boston College,Georgetown University,0
185,47,Boston College,Georgetown University,1
185,48,Boston College,Georgetown University,0
186,22,Duke University,"University of California, Berkeley",0
186,23,Duke University,"University of California, Berkeley",0
186,24,Duke University,"University of California, Berkeley",2
186,25,Duke University,"University of California, Berkeley",2
186,26,Duke University,"University of California, Berkeley",1
186,27,Duke University,"University of California, Berkeley",0
186,28,Duke University,"University of California, Berkeley",3
186,29,Duke University,"University of California, Berkeley",1
186,30,Duke University,"University of California, Berkeley",2
186,31,Duke University,"University of California, Berkeley",1
185,26,Boston College,Georgetown University,1
185,27,Boston College,Georgetown University,2
185,29,Boston College,Georgetown University,0
185,30,Boston College,Georgetown University,0
185,31,Boston College,Georgetown University,1
185,32,Boston College,Georgetown University,0
185,33,Boston College,Georgetown University,0
185,34,Boston College,Georgetown University,1
185,35,Boston College,Georgetown University,1
185,36,Boston College,Georgetown University,1
186,11,Duke University,"University of California, Berkeley",0
186,12,Duke University,"University of California, Berkeley",0
186,13,Duke University,"University of California, Berkeley",1
186,14,Duke University,"University of California, Berkeley",2
186,15,Duke University,"University of California, Berkeley",1
186,17,Duke University,"University of California, Berkeley",0
186,18,Duke University,"University of California, Berkeley",2
186,19,Duke University,"University of California, Berkeley",2
186,20,Duke University,"University of California, Berkeley",3
186,21,Duke University,"University of California, Berkeley",1
185,13,Boston College,Georgetown University,0
185,14,Boston College,Georgetown University,0
185,15,Boston College,Georgetown University,0
185,16,Boston College,Georgetown University,2
185,17,Boston College,Georgetown University,0
185,20,Boston College,Georgetown University,2
185,21,Boston College,Georgetown University,2
185,22,Boston College,Georgetown University,0
185,24,Boston College,Georgetown University,0
185,25,Boston College,Georgetown University,2
186,1,Duke University,"University of California, Berkeley",2
186,2,Duke University,"University of California, Berkeley",3
186,3,Duke University,"University of California, Berkeley",2
186,4,Duke University,"University of California, Berkeley",1
186,5,Duke University,"University of California, Berkeley",0
186,6,Duke University,"University of California, Berkeley",1
186,7,Duke University,"University of California, Berkeley",1
186,8,Duke University,"University of California, Berkeley",2
186,9,Duke University,"University of California, Berkeley",2
186,10,Duke University,"University of California, Berkeley",1
183,30,University of Pennsylvania,Pennsylvania State University,3
183,31,University of Pennsylvania,Pennsylvania State University,3
183,32,University of Pennsylvania,Pennsylvania State University,0
183,35,University of Pennsylvania,Pennsylvania State University,1
183,36,University of Pennsylvania,Pennsylvania State University,0
183,38,University of Pennsylvania,Pennsylvania State University,0
183,39,University of Pennsylvania,Pennsylvania State University,0
183,41,University of Pennsylvania,Pennsylvania State University,2
183,42,University of Pennsylvania,Pennsylvania State University,0
183,44,University of Pennsylvania,Pennsylvania State University,1
184,31,University of Alabama,Fordham University,0
184,33,University of Alabama,Fordham University,1
184,35,University of Alabama,Fordham University,0
184,36,University of Alabama,Fordham University,0
184,38,University of Alabama,Fordham University,1
184,40,University of Alabama,Fordham University,1
184,41,University of Alabama,Fordham University,0
184,42,University of Alabama,Fordham University,0
184,43,University of Alabama,Fordham University,3
184,46,University of Alabama,Fordham University,1
183,15,University of Pennsylvania,Pennsylvania State University,1
183,16,University of Pennsylvania,Pennsylvania State University,1
183,18,University of Pennsylvania,Pennsylvania State University,1
183,19,University of Pennsylvania,Pennsylvania State University,0
183,20,University of Pennsylvania,Pennsylvania State University,0
183,22,University of Pennsylvania,Pennsylvania State University,0
183,23,University of Pennsylvania,Pennsylvania State University,1
183,25,University of Pennsylvania,Pennsylvania State University,1
183,26,University of Pennsylvania,Pennsylvania State University,0
183,28,University of Pennsylvania,Pennsylvania State University,0
184,15,University of Alabama,Fordham University,1
184,17,University of Alabama,Fordham University,0
184,18,University of Alabama,Fordham University,0
184,20,University of Alabama,Fordham University,1
184,21,University of Alabama,Fordham University,0
184,22,University of Alabama,Fordham University,3
184,24,University of Alabama,Fordham University,1
184,25,University of Alabama,Fordham University,0
184,26,University of Alabama,Fordham University,0
184,29,University of Alabama,Fordham University,3
183,1,University of Pennsylvania,Pennsylvania State University,1
183,3,University of Pennsylvania,Pennsylvania State University,0
183,4,University of Pennsylvania,Pennsylvania State University,1
183,5,University of Pennsylvania,Pennsylvania State University,1
183,8,University of Pennsylvania,Pennsylvania State University,1
183,9,University of Pennsylvania,Pennsylvania State University,1
183,11,University of Pennsylvania,Pennsylvania State University,1
183,12,University of Pennsylvania,Pennsylvania State University,1
183,13,University of Pennsylvania,Pennsylvania State University,1
183,14,University of Pennsylvania,Pennsylvania State University,1
184,1,University of Alabama,Fordham University,0
184,2,University of Alabama,Fordham University,0
184,4,University of Alabama,Fordham University,1
184,6,University of Alabama,Fordham University,1
184,7,University of Alabama,Fordham University,1
184,8,University of Alabama,Fordham University,1
184,9,University of Alabama,Fordham University,1
184,10,University of Alabama,Fordham University,0
184,12,University of Alabama,Fordham University,1
184,13,University of Alabama,Fordham University,1
180,111,University of Michigan,Massachusetts Institute of Technology,0
180,112,University of Michigan,Massachusetts Institute of Technology,1
180,113,University of Michigan,Massachusetts Institute of Technology,0
180,114,University of Michigan,Massachusetts Institute of Technology,1
180,115,University of Michigan,Massachusetts Institute of Technology,2
180,116,University of Michigan,Massachusetts Institute of Technology,1
181,34,Smith College,Middlebury College,0
181,34,Smith College,Haverford College,0
181,34,Middlebury College,Haverford College,0
181,35,Smith College,Middlebury College,3
181,35,Smith College,Haverford College,3
181,35,Middlebury College,Haverford College,3
181,37,Smith College,Middlebury College,0
181,37,Smith College,Haverford College,0
181,37,Middlebury College,Haverford College,0
181,38,Smith College,Middlebury College,0
181,38,Smith College,Haverford College,0
181,38,Middlebury College,Haverford College,0
181,39,Smith College,Middlebury College,0
181,39,Smith College,Haverford College,0
181,39,Middlebury College,Haverford College,0
181,40,Smith College,Middlebury College,1
181,40,Smith College,Haverford College,2
181,40,Middlebury College,Haverford College,0
181,41,Smith College,Middlebury College,0
181,41,Smith College,Haverford College,0
181,41,Middlebury College,Haverford College,0
181,42,Smith College,Middlebury College,0
181,42,Smith College,Haverford College,0
181,42,Middlebury College,Haverford College,0
181,43,Smith College,Middlebury College,0
181,43,Smith College,Haverford College,0
181,43,Middlebury College,Haverford College,2
181,44,Smith College,Middlebury College,0
181,44,Smith College,Haverford College,0
181,44,Middlebury College,Haverford College,0
209,45,University of Michigan,University of Virginia,0
209,46,University of Michigan,University of Virginia,0
209,47,University of Michigan,University of Virginia,0
209,49,University of Michigan,University of Virginia,1
180,81,University of Michigan,Massachusetts Institute of Technology,2
180,82,University of Michigan,Massachusetts Institute of Technology,0
180,83,University of Michigan,Massachusetts Institute of Technology,1
180,84,University of Michigan,Massachusetts Institute of Technology,3
180,85,University of Michigan,Massachusetts Institute of Technology,0
180,86,University of Michigan,Massachusetts Institute of Technology,1
180,87,University of Michigan,Massachusetts Institute of Technology,1
180,88,University of Michigan,Massachusetts Institute of Technology,0
180,89,University of Michigan,Massachusetts Institute of Technology,0
180,90,University of Michigan,Massachusetts Institute of Technology,1
181,1,Smith College,Middlebury College,1
181,1,Smith College,Haverford College,1
181,1,Middlebury College,Haverford College,0
181,2,Smith College,Middlebury College,1
181,2,Smith College,Haverford College,3
181,2,Middlebury College,Haverford College,2
181,3,Smith College,Middlebury College,1
181,3,Smith College,Haverford College,1
181,3,Middlebury College,Haverford College,0
181,4,Smith College,Middlebury College,1
181,4,Smith College,Haverford College,1
181,4,Middlebury College,Haverford College,0
181,5,Smith College,Middlebury College,1
181,5,Smith College,Haverford College,1
181,5,Middlebury College,Haverford College,0
181,6,Smith College,Middlebury College,2
181,6,Smith College,Haverford College,2
181,6,Middlebury College,Haverford College,1
181,8,Smith College,Middlebury College,1
181,8,Smith College,Haverford College,3
181,8,Middlebury College,Haverford College,2
181,9,Smith College,Middlebury College,0
181,9,Smith College,Haverford College,0
181,9,Middlebury College,Haverford College,2
181,10,Smith College,Middlebury College,2
181,10,Smith College,Haverford College,0
181,10,Middlebury College,Haverford College,1
181,11,Smith College,Middlebury College,0
181,11,Smith College,Haverford College,2
181,11,Middlebury College,Haverford College,2
179,79,University of Michigan,Duke University,2
179,80,University of Michigan,Duke University,1
179,81,University of Michigan,Duke University,1
179,82,University of Michigan,Duke University,0
179,83,University of Michigan,Duke University,0
179,84,University of Michigan,Duke University,0
179,85,University of Michigan,Duke University,2
179,86,University of Michigan,Duke University,0
179,87,University of Michigan,Duke University,0
179,88,University of Michigan,Duke University,0
180,61,University of Michigan,Massachusetts Institute of Technology,2
180,62,University of Michigan,Massachusetts Institute of Technology,1
180,63,University of Michigan,Massachusetts Institute of Technology,0
180,64,University of Michigan,Massachusetts Institute of Technology,0
180,65,University of Michigan,Massachusetts Institute of Technology,1
180,66,University of Michigan,Massachusetts Institute of Technology,1
180,67,University of Michigan,Massachusetts Institute of Technology,0
180,68,University of Michigan,Massachusetts Institute of Technology,1
180,69,University of Michigan,Massachusetts Institute of Technology,1
180,70,University of Michigan,Massachusetts Institute of Technology,0
179,69,University of Michigan,Duke University,2
179,70,University of Michigan,Duke University,0
179,71,University of Michigan,Duke University,0
179,72,University of Michigan,Duke University,0
179,73,University of Michigan,Duke University,2
179,74,University of Michigan,Duke University,1
179,75,University of Michigan,Duke University,1
179,76,University of Michigan,Duke University,1
179,77,University of Michigan,Duke University,0
179,78,University of Michigan,Duke University,1
180,51,University of Michigan,Massachusetts Institute of Technology,2
180,52,University of Michigan,Massachusetts Institute of Technology,1
180,53,University of Michigan,Massachusetts Institute of Technology,0
180,54,University of Michigan,Massachusetts Institute of Technology,0
180,55,University of Michigan,Massachusetts Institute of Technology,0
180,56,University of Michigan,Massachusetts Institute of Technology,2
180,57,University of Michigan,Massachusetts Institute of Technology,0
180,58,University of Michigan,Massachusetts Institute of Technology,1
180,59,University of Michigan,Massachusetts Institute of Technology,2
180,60,University of Michigan,Massachusetts Institute of Technology,2
179,59,University of Michigan,Duke University,1
179,60,University of Michigan,Duke University,1
179,61,University of Michigan,Duke University,0
179,62,University of Michigan,Duke University,1
179,63,University of Michigan,Duke University,2
179,64,University of Michigan,Duke University,1
179,65,University of Michigan,Duke University,1
179,66,University of Michigan,Duke University,1
179,67,University of Michigan,Duke University,2
179,68,University of Michigan,Duke University,0
180,41,University of Michigan,Massachusetts Institute of Technology,1
180,42,University of Michigan,Massachusetts Institute of Technology,0
180,43,University of Michigan,Massachusetts Institute of Technology,0
180,44,University of Michigan,Massachusetts Institute of Technology,0
180,45,University of Michigan,Massachusetts Institute of Technology,1
180,46,University of Michigan,Massachusetts Institute of Technology,3
180,47,University of Michigan,Massachusetts Institute of Technology,1
180,48,University of Michigan,Massachusetts Institute of Technology,0
180,49,University of Michigan,Massachusetts Institute of Technology,0
180,50,University of Michigan,Massachusetts Institute of Technology,0
179,49,University of Michigan,Duke University,3
179,50,University of Michigan,Duke University,0
179,51,University of Michigan,Duke University,0
179,52,University of Michigan,Duke University,0
179,53,University of Michigan,Duke University,3
179,54,University of Michigan,Duke University,1
179,55,University of Michigan,Duke University,0
179,56,University of Michigan,Duke University,0
179,57,University of Michigan,Duke University,0
179,58,University of Michigan,Duke University,2
180,31,University of Michigan,Massachusetts Institute of Technology,0
180,32,University of Michigan,Massachusetts Institute of Technology,0
180,33,University of Michigan,Massachusetts Institute of Technology,0
180,34,University of Michigan,Massachusetts Institute of Technology,0
180,35,University of Michigan,Massachusetts Institute of Technology,1
180,36,University of Michigan,Massachusetts Institute of Technology,0
180,37,University of Michigan,Massachusetts Institute of Technology,1
180,38,University of Michigan,Massachusetts Institute of Technology,0
180,39,University of Michigan,Massachusetts Institute of Technology,1
180,40,University of Michigan,Massachusetts Institute of Technology,0
179,38,University of Michigan,Duke University,0
179,39,University of Michigan,Duke University,0
179,40,University of Michigan,Duke University,0
179,41,University of Michigan,Duke University,0
179,42,University of Michigan,Duke University,0
179,43,University of Michigan,Duke University,0
179,45,University of Michigan,Duke University,1
179,46,University of Michigan,Duke University,0
179,47,University of Michigan,Duke University,0
179,48,University of Michigan,Duke University,1
180,21,University of Michigan,Massachusetts Institute of Technology,2
180,22,University of Michigan,Massachusetts Institute of Technology,3
180,23,University of Michigan,Massachusetts Institute of Technology,2
180,24,University of Michigan,Massachusetts Institute of Technology,0
180,25,University of Michigan,Massachusetts Institute of Technology,1
180,26,University of Michigan,Massachusetts Institute of Technology,0
180,27,University of Michigan,Massachusetts Institute of Technology,0
180,28,University of Michigan,Massachusetts Institute of Technology,2
180,29,University of Michigan,Massachusetts Institute of Technology,0
180,30,University of Michigan,Massachusetts Institute of Technology,0
179,28,University of Michigan,Duke University,0
179,29,University of Michigan,Duke University,1
179,30,University of Michigan,Duke University,0
179,31,University of Michigan,Duke University,1
179,32,University of Michigan,Duke University,0
179,33,University of Michigan,Duke University,0
179,34,University of Michigan,Duke University,0
179,35,University of Michigan,Duke University,2
179,36,University of Michigan,Duke University,0
179,37,University of Michigan,Duke University,0
180,11,University of Michigan,Massachusetts Institute of Technology,1
180,12,University of Michigan,Massachusetts Institute of Technology,1
180,13,University of Michigan,Massachusetts Institute of Technology,2
180,14,University of Michigan,Massachusetts Institute of Technology,0
180,15,University of Michigan,Massachusetts Institute of Technology,1
180,16,University of Michigan,Massachusetts Institute of Technology,1
180,17,University of Michigan,Massachusetts Institute of Technology,2
180,18,University of Michigan,Massachusetts Institute of Technology,1
180,19,University of Michigan,Massachusetts Institute of Technology,1
180,20,University of Michigan,Massachusetts Institute of Technology,1
179,14,University of Michigan,Duke University,0
179,15,University of Michigan,Duke University,0
179,17,University of Michigan,Duke University,0
179,18,University of Michigan,Duke University,0
179,20,University of Michigan,Duke University,3
179,22,University of Michigan,Duke University,0
179,23,University of Michigan,Duke University,0
179,24,University of Michigan,Duke University,0
179,25,University of Michigan,Duke University,0
179,26,University of Michigan,Duke University,0
180,1,University of Michigan,Massachusetts Institute of Technology,1
180,2,University of Michigan,Massachusetts Institute of Technology,1
180,3,University of Michigan,Massachusetts Institute of Technology,1
180,4,University of Michigan,Massachusetts Institute of Technology,0
180,5,University of Michigan,Massachusetts Institute of Technology,1
180,6,University of Michigan,Massachusetts Institute of Technology,1
180,7,University of Michigan,Massachusetts Institute of Technology,1
180,8,University of Michigan,Massachusetts Institute of Technology,1
180,9,University of Michigan,Massachusetts Institute of Technology,1
180,10,University of Michigan,Massachusetts Institute of Technology,1
177,34,Northwestern University,Rice University,0
177,35,Northwestern University,Rice University,3
177,36,Northwestern University,Rice University,0
177,37,Northwestern University,Rice University,3
177,38,Northwestern University,Rice University,1
177,39,Northwestern University,Rice University,2
177,40,Northwestern University,Rice University,0
177,41,Northwestern University,Rice University,0
177,43,Northwestern University,Rice University,1
177,44,Northwestern University,Rice University,0
178,1,University of Notre Dame,University of Texas at Austin,0
178,1,University of Notre Dame,University of Virginia,0
178,1,University of Texas at Austin,University of Virginia,0
178,3,University of Notre Dame,University of Texas at Austin,3
178,3,University of Notre Dame,University of Virginia,2
178,3,University of Texas at Austin,University of Virginia,2
178,4,University of Notre Dame,University of Texas at Austin,0
178,4,University of Notre Dame,University of Virginia,0
178,4,University of Texas at Austin,University of Virginia,0
178,5,University of Notre Dame,University of Texas at Austin,1
178,5,University of Notre Dame,University of Virginia,1
